Date,Total bicicle usage(seconds),Number of trips,Proportion members,Usage per bike(seconds),Week day,prcp,t max,t min,average Temp,Holiday,Holiday/Weekend,Year,Month,Week,Day,membership,Temp Level,Rain Level,Day of year,Season
2015-03-14,3478121.0,3547,0.7862982802368198,981.0,Saturday,0.72,12.2,4.4,8.3,0,1,2015,3,11,14,medium,cold,light,73,winter
2015-03-15,7573791.0,6416,0.6993453865336658,1180.0,Sunday,0.0,11.7,3.3,7.5,0,1,2015,3,11,15,low,cold,dry,74,winter
2015-03-16,9043411.0,8781,0.8207493451770869,1030.0,Monday,0.0,16.7,-2.2,7.25,0,0,2015,3,12,16,high,cold,dry,75,winter
2015-03-17,8600273.0,9027,0.8433588124515343,953.0,Tuesday,0.0,21.1,2.2,11.65,0,0,2015,3,12,17,high,cold,dry,76,winter
2015-03-18,5519211.0,7382,0.8954212950419941,748.0,Wednesday,0.0,8.9,-2.2,3.35,0,0,2015,3,12,18,high,cold,dry,77,winter
2015-03-19,6850235.0,8044,0.8586524117354549,852.0,Thursday,0.0,10.6,-2.8,3.9,0,0,2015,3,12,19,high,cold,dry,78,winter
2015-03-20,1870957.0,2905,0.9500860585197934,644.0,Friday,0.69,3.9,0.0,1.95,0,0,2015,3,12,20,high,cold,light,79,winter
2015-03-21,12802205.0,9043,0.643149397323897,1416.0,Saturday,0.0,15.0,-1.1,6.95,0,1,2015,3,12,21,low,cold,dry,80,spring
2015-03-22,10142369.0,7953,0.6681755312460707,1275.0,Sunday,0.0,11.1,0.6,5.85,0,1,2015,3,12,22,low,cold,dry,81,spring
2015-03-23,7061338.0,7967,0.8238985816493034,886.0,Monday,0.0,8.3,-1.1,3.6000000000000005,0,0,2015,3,13,23,high,cold,dry,82,spring
2015-03-24,6048943.0,7729,0.8763100012938284,783.0,Tuesday,0.0,5.0,-2.8,1.1,0,0,2015,3,13,24,high,cold,dry,83,spring
2015-03-25,5676178.0,7423,0.9106830122591943,765.0,Wednesday,0.01,8.9,-4.4,2.25,0,0,2015,3,13,25,high,cold,light,84,spring
2015-03-26,7937366.0,8536,0.8645735707591378,930.0,Thursday,0.2,23.3,4.4,13.850000000000001,0,0,2015,3,13,26,high,cold,light,85,spring
2015-03-27,4949286.0,6002,0.8610463178940353,825.0,Friday,0.43,10.0,3.9,6.95,0,0,2015,3,13,27,high,cold,light,86,spring
2015-03-28,3971846.0,4573,0.8132516947299366,869.0,Saturday,0.0,3.9,-2.8,0.55,0,1,2015,3,13,28,high,cold,dry,87,spring
2015-03-29,6785525.0,5672,0.7168547249647391,1196.0,Sunday,0.0,7.8,-6.1,0.8500000000000001,0,1,2015,3,13,29,medium,cold,dry,88,spring
2015-03-30,9010620.0,8952,0.8276362823949955,1007.0,Monday,0.02,16.1,2.8,9.450000000000001,0,0,2015,3,14,30,high,cold,light,89,spring
2015-03-31,7512011.0,8011,0.8462114592435401,938.0,Tuesday,0.03,20.0,3.3,11.65,0,0,2015,3,14,31,high,cold,light,90,spring
2015-04-01,10196058.0,9877,0.8197833350207553,1032.0,Wednesday,0.0,14.4,-0.6,6.9,0,0,2015,4,14,1,high,cold,dry,91,spring
2015-04-02,13318116.0,11276,0.7687123093295495,1181.0,Thursday,0.0,21.1,2.2,11.65,0,0,2015,4,14,2,medium,cold,dry,92,spring
2015-04-03,5702518.0,6428,0.816894835096453,887.0,Friday,0.09,21.1,15.6,18.35,0,0,2015,4,14,3,high,nice,light,93,spring
2015-04-04,16695990.0,10438,0.5112090438781376,1600.0,Saturday,0.01,20.0,3.3,11.65,0,1,2015,4,14,4,low,cold,light,94,spring
2015-04-05,17824808.0,10187,0.4867968980072642,1750.0,Sunday,0.0,18.3,2.2,10.25,0,1,2015,4,14,5,low,cold,dry,95,spring
2015-04-06,17208827.0,12640,0.7138449367088607,1361.0,Monday,0.0,24.4,2.2,13.299999999999999,0,0,2015,4,15,6,medium,cold,dry,96,spring
2015-04-07,12939823.0,11117,0.7752990914815148,1164.0,Tuesday,0.12,21.1,8.3,14.700000000000001,0,0,2015,4,15,7,medium,cold,light,97,spring
2015-04-08,6237992.0,7441,0.8665501948662814,838.0,Wednesday,0.72,8.3,5.0,6.65,0,0,2015,4,15,8,high,cold,light,98,spring
2015-04-09,6833059.0,7828,0.865482881962187,873.0,Thursday,0.58,7.2,5.0,6.1,0,0,2015,4,15,9,high,cold,light,99,spring
2015-04-10,10335693.0,9398,0.765907639923388,1100.0,Friday,0.03,15.6,5.0,10.3,0,0,2015,4,15,10,medium,cold,light,100,spring
2015-04-11,33021903.0,16746,0.4856085035232294,1972.0,Saturday,0.0,17.8,6.7,12.25,0,1,2015,4,15,11,low,cold,dry,101,spring
2015-04-12,30155427.0,15752,0.5024123920771966,1914.0,Sunday,0.0,19.4,0.6,10.0,0,1,2015,4,15,12,low,cold,dry,102,spring
2015-04-13,16653364.0,12696,0.749054820415879,1312.0,Monday,0.0,25.0,5.6,15.3,0,0,2015,4,16,13,medium,nice,dry,103,spring
2015-04-14,2662276.0,3825,0.9233986928104576,696.0,Tuesday,0.36,17.2,10.0,13.6,0,0,2015,4,16,14,high,cold,light,104,spring
2015-04-15,11258672.0,11129,0.8305328421241801,1012.0,Wednesday,0.0,19.4,7.2,13.299999999999999,0,0,2015,4,16,15,high,cold,dry,105,spring
2015-04-16,11945432.0,11691,0.8279018048071166,1022.0,Thursday,0.02,20.6,7.8,14.200000000000001,0,0,2015,4,16,16,high,cold,light,106,spring
2015-04-17,15109489.0,12550,0.7497211155378486,1204.0,Friday,0.25,25.6,12.8,19.200000000000003,0,0,2015,4,16,17,medium,nice,light,107,spring
2015-04-18,27703995.0,16008,0.515992003998001,1731.0,Saturday,0.0,26.7,11.7,19.2,0,1,2015,4,16,18,low,nice,dry,108,spring
2015-04-19,15605672.0,10255,0.5674305216967332,1522.0,Sunday,0.14,18.9,10.6,14.75,0,1,2015,4,16,19,low,cold,light,109,spring
2015-04-20,8944941.0,9068,0.8049183943537715,986.0,Monday,1.35,26.1,11.1,18.6,0,0,2015,4,17,20,high,nice,heavy,110,spring
2015-04-21,11559355.0,11644,0.8239436619718309,993.0,Tuesday,0.1,18.3,7.8,13.05,0,0,2015,4,17,21,high,cold,light,111,spring
2015-04-22,9495262.0,10545,0.8565196775723092,900.0,Wednesday,0.02,21.7,5.6,13.649999999999999,0,0,2015,4,17,22,high,cold,light,112,spring
2015-04-23,8865089.0,10107,0.8406055209260909,877.0,Thursday,0.0,12.8,2.8,7.800000000000001,0,0,2015,4,17,23,high,cold,dry,113,spring
2015-04-24,11000680.0,10376,0.7880686198920586,1060.0,Friday,0.0,14.4,3.3,8.85,0,0,2015,4,17,24,medium,cold,dry,114,spring
2015-04-25,10107959.0,7192,0.6268075639599555,1405.0,Saturday,0.18,11.1,0.6,5.85,0,1,2015,4,17,25,low,cold,light,115,spring
2015-04-26,14666140.0,10337,0.6116861758730773,1419.0,Sunday,0.0,18.3,5.0,11.65,0,1,2015,4,17,26,low,cold,dry,116,spring
2015-04-27,7958747.0,8869,0.862329462171609,897.0,Monday,0.0,15.0,3.3,9.15,0,0,2015,4,18,27,high,cold,dry,117,spring
2015-04-28,11162601.0,10999,0.8465315028638967,1015.0,Tuesday,0.0,21.1,7.8,14.450000000000001,0,0,2015,4,18,28,high,cold,dry,118,spring
2015-04-29,12004404.0,11664,0.8337620027434842,1029.0,Wednesday,0.0,24.4,6.1,15.25,0,0,2015,4,18,29,high,nice,dry,119,spring
2015-04-30,9089410.0,10257,0.8526859705566929,886.0,Thursday,0.33,22.2,9.4,15.8,0,0,2015,4,18,30,high,nice,light,120,spring
2015-05-01,10124455.0,10356,0.8283120896098879,978.0,Friday,0.0,13.9,8.9,11.4,0,0,2015,5,18,1,high,cold,dry,121,spring
2015-05-02,19266161.0,12579,0.5937673900946021,1532.0,Saturday,0.0,23.9,6.1,15.0,0,1,2015,5,18,2,low,cold,dry,122,spring
2015-05-03,18818964.0,12106,0.5881381133322321,1555.0,Sunday,0.0,27.2,7.8,17.5,0,1,2015,5,18,3,low,nice,dry,123,spring
2015-05-04,13481239.0,11992,0.7824382921947965,1124.0,Monday,0.0,28.9,10.0,19.45,0,0,2015,5,19,4,medium,nice,dry,124,spring
2015-05-05,10758485.0,11100,0.8391891891891892,969.0,Tuesday,0.01,29.4,16.1,22.75,0,0,2015,5,19,5,high,nice,light,125,spring
2015-05-06,11254283.0,11489,0.8411524066498389,980.0,Wednesday,0.0,26.7,15.6,21.15,0,0,2015,5,19,6,high,nice,dry,126,spring
2015-05-07,12452901.0,12322,0.8270572958935237,1011.0,Thursday,0.0,26.7,13.9,20.3,0,0,2015,5,19,7,high,nice,dry,127,spring
2015-05-08,15598012.0,13431,0.7822202367656913,1161.0,Friday,0.0,28.3,13.3,20.8,0,0,2015,5,19,8,medium,nice,dry,128,spring
2015-05-09,18789466.0,12851,0.6004980157186212,1462.0,Saturday,0.01,27.2,14.4,20.8,0,1,2015,5,19,9,low,nice,light,129,spring
2015-05-10,15906047.0,11100,0.5905405405405405,1433.0,Sunday,0.0,28.9,17.2,23.049999999999997,0,1,2015,5,19,10,low,nice,dry,130,spring
2015-05-11,13204590.0,12139,0.7915808550951479,1088.0,Monday,0.0,27.8,17.8,22.8,0,0,2015,5,20,11,medium,nice,dry,131,spring
2015-05-12,12107828.0,12067,0.8122980028176017,1003.0,Tuesday,0.0,31.7,17.2,24.45,0,0,2015,5,20,12,high,nice,dry,132,spring
2015-05-13,11223923.0,11780,0.850339558573854,953.0,Wednesday,0.0,20.6,12.2,16.4,0,0,2015,5,20,13,high,nice,dry,133,spring
2015-05-14,13940646.0,12617,0.7982087659507014,1105.0,Thursday,0.0,22.2,8.3,15.25,0,0,2015,5,20,14,medium,nice,dry,134,spring
2015-05-15,16475549.0,13651,0.7534979122408615,1207.0,Friday,0.0,24.4,11.7,18.049999999999997,0,0,2015,5,20,15,medium,nice,dry,135,spring
2015-05-16,18052472.0,11208,0.6026052819414703,1611.0,Saturday,0.17,31.1,13.3,22.200000000000003,0,1,2015,5,20,16,low,nice,light,136,spring
2015-05-17,14821619.0,10942,0.6375434107110217,1355.0,Sunday,0.0,30.6,19.4,25.0,0,1,2015,5,20,17,low,nice,dry,137,spring
2015-05-18,11132443.0,10445,0.7742460507419818,1066.0,Monday,1.54,31.1,18.9,25.0,0,0,2015,5,21,18,medium,nice,heavy,138,spring
2015-05-19,12348627.0,12068,0.8191912495856811,1023.0,Tuesday,0.15,30.0,19.4,24.7,0,0,2015,5,21,19,high,nice,light,139,spring
2015-05-20,13523419.0,12986,0.8058678576929,1041.0,Wednesday,0.0,22.2,13.9,18.05,0,0,2015,5,21,20,high,nice,dry,140,spring
2015-05-21,5290598.0,6983,0.9259630531290276,758.0,Thursday,0.2,14.4,9.4,11.9,0,0,2015,5,21,21,high,cold,light,141,spring
2015-05-22,14741721.0,12531,0.7459899449365573,1176.0,Friday,0.0,23.9,8.3,16.1,0,0,2015,5,21,22,medium,nice,dry,142,spring
2015-05-23,22524957.0,12720,0.4770440251572327,1771.0,Saturday,0.0,22.2,7.8,15.0,0,1,2015,5,21,23,low,cold,dry,143,spring
2015-05-24,26741984.0,13579,0.42654098239929295,1969.0,Sunday,0.0,27.8,8.3,18.05,0,1,2015,5,21,24,low,nice,dry,144,spring
2015-05-25,20608002.0,12009,0.5111999333832958,1716.0,Monday,0.0,28.9,14.4,21.65,1,1,2015,5,22,25,low,nice,dry,145,spring
2015-05-26,11728101.0,11354,0.8006869825612121,1033.0,Tuesday,0.0,30.6,16.7,23.65,0,0,2015,5,22,26,high,nice,dry,146,spring
2015-05-27,10773848.0,11475,0.8539433551198257,939.0,Wednesday,0.0,31.1,20.6,25.85,0,0,2015,5,22,27,high,nice,dry,147,spring
2015-05-28,11331042.0,11638,0.8195566248496305,974.0,Thursday,0.0,32.8,18.3,25.549999999999997,0,0,2015,5,22,28,high,nice,dry,148,spring
2015-05-29,12102623.0,12067,0.7997016656998426,1003.0,Friday,0.0,28.9,21.1,25.0,0,0,2015,5,22,29,medium,nice,dry,149,spring
2015-05-30,19472933.0,12672,0.6005366161616161,1537.0,Saturday,0.0,31.1,20.6,25.85,0,1,2015,5,22,30,low,nice,dry,150,spring
2015-05-31,14893139.0,10928,0.6297584187408491,1363.0,Sunday,0.02,32.2,20.6,26.400000000000002,0,1,2015,5,22,31,low,nice,light,151,spring
2015-06-01,7945324.0,8106,0.8151986183074266,980.0,Monday,2.5,30.0,19.4,24.7,0,0,2015,6,23,1,high,nice,heavy,152,spring
2015-06-02,6768723.0,8055,0.8881440099317194,840.0,Tuesday,0.55,19.4,13.3,16.35,0,0,2015,6,23,2,high,nice,light,153,spring
2015-06-03,8267707.0,9882,0.8865614248127909,837.0,Wednesday,0.07,16.7,12.8,14.75,0,0,2015,6,23,3,high,cold,light,154,spring
2015-06-04,5323708.0,6360,0.8668238993710692,837.0,Thursday,0.15,17.8,13.3,15.55,0,0,2015,6,23,4,high,nice,light,155,spring
2015-06-05,11191319.0,11082,0.8128496661252481,1010.0,Friday,0.14,23.3,12.8,18.05,0,0,2015,6,23,5,high,nice,light,156,spring
2015-06-06,17881820.0,12685,0.6315333070555774,1410.0,Saturday,0.0,26.7,16.1,21.4,0,1,2015,6,23,6,low,nice,dry,157,spring
2015-06-07,16649073.0,11675,0.6108779443254818,1426.0,Sunday,0.0,23.9,17.8,20.85,0,1,2015,6,23,7,low,nice,dry,158,spring
2015-06-08,10067925.0,9967,0.8155914517909101,1010.0,Monday,1.3,30.6,15.6,23.1,0,0,2015,6,24,8,high,nice,heavy,159,spring
2015-06-09,11421686.0,11772,0.8423377505946313,970.0,Tuesday,0.0,28.9,18.9,23.9,0,0,2015,6,24,9,high,nice,dry,160,spring
2015-06-10,10605131.0,11590,0.8643658326143226,915.0,Wednesday,0.0,28.9,16.1,22.5,0,0,2015,6,24,10,high,nice,dry,161,spring
2015-06-11,11681852.0,11854,0.8284967099713177,985.0,Thursday,0.0,33.9,18.3,26.1,0,0,2015,6,24,11,high,nice,dry,162,spring
2015-06-12,10425506.0,10872,0.8060154525386314,959.0,Friday,0.0,34.4,21.7,28.049999999999997,0,0,2015,6,24,12,high,nice,dry,163,spring
2015-06-13,16387163.0,11768,0.6230455472467709,1393.0,Saturday,0.0,31.7,22.8,27.25,0,1,2015,6,24,13,low,nice,dry,164,spring
2015-06-14,12785133.0,9515,0.6568575932737782,1344.0,Sunday,0.04,32.8,22.8,27.799999999999997,0,1,2015,6,24,14,low,nice,light,165,spring
2015-06-15,10471970.0,9987,0.8078502052668469,1049.0,Monday,0.1,31.7,23.3,27.5,0,0,2015,6,25,15,high,nice,light,166,spring
2015-06-16,11025668.0,11500,0.8377391304347827,959.0,Tuesday,0.0,33.9,22.2,28.049999999999997,0,0,2015,6,25,16,high,nice,dry,167,spring
2015-06-17,10394388.0,11175,0.8356152125279642,930.0,Wednesday,0.47,29.4,20.0,24.7,0,0,2015,6,25,17,high,nice,light,168,spring
2015-06-18,9447698.0,9995,0.8469234617308654,945.0,Thursday,0.88,29.4,20.6,25.0,0,0,2015,6,25,18,high,nice,light,169,spring
2015-06-19,12423986.0,12024,0.7951596806387226,1033.0,Friday,0.06,29.4,21.1,25.25,0,0,2015,6,25,19,medium,nice,light,170,spring
2015-06-20,13530617.0,9318,0.6299635114831509,1452.0,Saturday,1.92,30.6,21.1,25.85,0,1,2015,6,25,20,low,nice,heavy,171,spring
2015-06-21,10890205.0,8784,0.7422586520947176,1240.0,Sunday,0.09,32.2,22.2,27.200000000000003,0,1,2015,6,25,21,medium,nice,light,172,summer
2015-06-22,12067415.0,11263,0.8054692355500309,1071.0,Monday,0.0,31.7,21.7,26.7,0,0,2015,6,26,22,high,nice,dry,173,summer
2015-06-23,8231081.0,9190,0.8600652883569097,896.0,Tuesday,1.3,34.4,21.7,28.049999999999997,0,0,2015,6,26,23,high,nice,heavy,174,summer
2015-06-24,13426618.0,12590,0.8243050039714058,1066.0,Wednesday,0.0,28.3,18.3,23.3,0,0,2015,6,26,24,high,nice,dry,175,summer
2015-06-25,10901646.0,11131,0.811427544694996,979.0,Thursday,0.41,27.8,16.7,22.25,0,0,2015,6,26,25,high,nice,light,176,summer
2015-06-26,15353818.0,13042,0.7728109185707713,1177.0,Friday,0.0,25.6,18.9,22.25,0,0,2015,6,26,26,medium,nice,dry,177,summer
2015-06-27,3224721.0,3305,0.7933434190620272,976.0,Saturday,3.11,21.1,17.8,19.450000000000003,0,1,2015,6,26,27,medium,nice,heavy,178,summer
2015-06-28,17515554.0,11621,0.6323035883314689,1507.0,Sunday,0.0,25.0,17.2,21.1,0,1,2015,6,26,28,low,nice,dry,179,summer
2015-06-29,14529812.0,12205,0.7777140516181893,1190.0,Monday,0.0,27.8,15.0,21.4,0,0,2015,6,27,29,medium,nice,dry,180,summer
2015-06-30,12142569.0,11980,0.8217028380634391,1014.0,Tuesday,0.0,30.6,17.2,23.9,0,0,2015,6,27,30,high,nice,dry,181,summer
2015-07-01,11619464.0,11223,0.7943508865722178,1035.0,Wednesday,0.62,29.4,18.9,24.15,0,0,2015,7,27,1,medium,nice,light,182,summer
2015-07-02,11628554.0,11257,0.7789819667762281,1033.0,Thursday,0.18,23.9,17.8,20.85,0,0,2015,7,27,2,medium,nice,light,183,summer
2015-07-03,21757102.0,12791,0.497380970995231,1701.0,Friday,0.0,27.2,16.1,21.65,1,1,2015,7,27,3,low,nice,dry,184,summer
2015-07-04,18254039.0,10288,0.4406104199066874,1774.0,Saturday,0.27,24.4,18.9,21.65,0,1,2015,7,27,4,low,nice,light,185,summer
2015-07-05,20736615.0,12199,0.4908599065497172,1700.0,Sunday,0.0,28.3,17.8,23.05,0,1,2015,7,27,5,low,nice,dry,186,summer
2015-07-06,12223237.0,10902,0.7602274811961108,1121.0,Monday,0.67,29.4,22.2,25.799999999999997,0,0,2015,7,28,6,medium,nice,light,187,summer
2015-07-07,12198047.0,12223,0.8042215495377567,998.0,Tuesday,0.0,31.7,21.1,26.4,0,0,2015,7,28,7,high,nice,dry,188,summer
2015-07-08,9241766.0,9495,0.8227488151658767,973.0,Wednesday,0.0,31.1,23.3,27.200000000000003,0,0,2015,7,28,8,high,nice,dry,189,summer
2015-07-09,10889968.0,11045,0.8265278406518787,986.0,Thursday,0.05,31.7,23.3,27.5,0,0,2015,7,28,9,high,nice,light,190,summer
2015-07-10,14494058.0,13013,0.7639283793129947,1114.0,Friday,0.0,28.9,21.1,25.0,0,0,2015,7,28,10,medium,nice,dry,191,summer
2015-07-11,17759638.0,12420,0.6097423510466988,1430.0,Saturday,0.02,30.6,18.3,24.450000000000003,0,1,2015,7,28,11,low,nice,light,192,summer
2015-07-12,16796765.0,11711,0.6316283835710016,1434.0,Sunday,0.0,29.4,16.1,22.75,0,1,2015,7,28,12,low,nice,dry,193,summer
2015-07-13,9876124.0,10224,0.8176838810641628,966.0,Monday,0.05,28.3,18.9,23.6,0,0,2015,7,29,13,high,nice,light,194,summer
2015-07-14,11890360.0,11591,0.8296091795358468,1026.0,Tuesday,0.0,31.1,22.8,26.950000000000003,0,0,2015,7,29,14,high,nice,dry,195,summer
2015-07-15,11916478.0,12088,0.8313203176704169,986.0,Wednesday,0.0,30.0,20.0,25.0,0,0,2015,7,29,15,high,nice,dry,196,summer
2015-07-16,13901835.0,13257,0.8102134721279324,1049.0,Thursday,0.0,27.8,16.7,22.25,0,0,2015,7,29,16,high,nice,dry,197,summer
2015-07-17,13361448.0,12627,0.7642353686544706,1058.0,Friday,0.0,26.7,16.7,21.7,0,0,2015,7,29,17,medium,nice,dry,198,summer
2015-07-18,16281632.0,11096,0.6011175198269647,1467.0,Saturday,0.08,31.7,22.8,27.25,0,1,2015,7,29,18,low,nice,light,199,summer
2015-07-19,14165506.0,10148,0.5905597162002365,1396.0,Sunday,0.0,36.1,23.3,29.700000000000003,0,1,2015,7,29,19,low,nice,dry,200,summer
2015-07-20,10700374.0,10856,0.7864775239498895,986.0,Monday,0.0,35.0,24.4,29.7,0,0,2015,7,30,20,medium,nice,dry,201,summer
2015-07-21,11660042.0,11811,0.8098382863432394,987.0,Tuesday,0.0,32.8,22.2,27.5,0,0,2015,7,30,21,high,nice,dry,202,summer
2015-07-22,13783398.0,12934,0.8091850935518787,1066.0,Wednesday,0.0,31.1,17.2,24.15,0,0,2015,7,30,22,high,nice,dry,203,summer
2015-07-23,14679013.0,12992,0.8018011083743842,1130.0,Thursday,0.0,29.4,16.7,23.049999999999997,0,0,2015,7,30,23,high,nice,dry,204,summer
2015-07-24,15671707.0,13339,0.7541045055851263,1175.0,Friday,0.0,31.1,14.4,22.75,0,0,2015,7,30,24,medium,nice,dry,205,summer
2015-07-25,20231904.0,12902,0.5499147419004805,1568.0,Saturday,0.0,30.6,17.2,23.9,0,1,2015,7,30,25,low,nice,dry,206,summer
2015-07-26,17645110.0,11314,0.5861764185964292,1560.0,Sunday,0.0,32.2,19.4,25.8,0,1,2015,7,30,26,low,nice,dry,207,summer
2015-07-27,11892397.0,10919,0.7726898067588607,1089.0,Monday,0.15,30.0,21.7,25.85,0,0,2015,7,31,27,medium,nice,light,208,summer
2015-07-28,13055827.0,11976,0.7889111556446226,1090.0,Tuesday,0.0,32.8,22.2,27.5,0,0,2015,7,31,28,medium,nice,dry,209,summer
2015-07-29,13167137.0,12170,0.8004930156121609,1082.0,Wednesday,0.12,31.1,20.6,25.85,0,0,2015,7,31,29,high,nice,light,210,summer
2015-07-30,10669393.0,10808,0.8331791265729089,987.0,Thursday,1.28,32.2,22.8,27.5,0,0,2015,7,31,30,high,nice,heavy,211,summer
2015-07-31,13135928.0,12396,0.7780735721200387,1060.0,Friday,0.0,32.2,17.8,25.0,0,0,2015,7,31,31,medium,nice,dry,212,summer
2015-08-01,17955018.0,12043,0.5898032051814331,1491.0,Saturday,0.0,31.7,19.4,25.549999999999997,0,1,2015,8,31,1,low,nice,dry,213,summer
2015-08-02,17900403.0,11447,0.602515943041845,1564.0,Sunday,0.0,31.7,17.8,24.75,0,1,2015,8,31,2,low,nice,dry,214,summer
2015-08-03,13474541.0,12085,0.7754240794373191,1115.0,Monday,0.0,32.8,17.8,25.299999999999997,0,0,2015,8,32,3,medium,nice,dry,215,summer
2015-08-04,11610175.0,11626,0.8097367968346809,999.0,Tuesday,0.52,32.8,19.4,26.099999999999998,0,0,2015,8,32,4,high,nice,light,216,summer
2015-08-05,12850391.0,12501,0.8073754099672026,1028.0,Wednesday,0.0,31.1,18.3,24.700000000000003,0,0,2015,8,32,5,high,nice,dry,217,summer
2015-08-06,13519389.0,12617,0.7967028612189903,1072.0,Thursday,0.02,26.7,18.9,22.799999999999997,0,0,2015,8,32,6,medium,nice,light,218,summer
2015-08-07,13407018.0,12181,0.7679172481733848,1101.0,Friday,0.0,27.2,20.0,23.6,0,0,2015,8,32,7,medium,nice,dry,219,summer
2015-08-08,19834828.0,12970,0.5494988434849652,1529.0,Saturday,0.0,28.3,17.2,22.75,0,1,2015,8,32,8,low,nice,dry,220,summer
2015-08-09,17791399.0,11651,0.5774611621320058,1527.0,Sunday,0.0,30.0,17.8,23.9,0,1,2015,8,32,9,low,nice,dry,221,summer
2015-08-10,10802008.0,10494,0.7749190013340956,1029.0,Monday,0.21,25.0,20.0,22.5,0,0,2015,8,33,10,medium,nice,light,222,summer
2015-08-11,10685796.0,11342,0.8179333450890496,942.0,Tuesday,0.29,31.7,21.7,26.7,0,0,2015,8,33,11,high,nice,light,223,summer
2015-08-12,13002450.0,12485,0.8154585502603123,1041.0,Wednesday,0.0,29.4,17.8,23.6,0,0,2015,8,33,12,high,nice,dry,224,summer
2015-08-13,12151056.0,12435,0.8114997989545637,977.0,Thursday,0.0,28.3,16.1,22.200000000000003,0,0,2015,8,33,13,high,nice,dry,225,summer
2015-08-14,14726892.0,12549,0.7631683799505937,1174.0,Friday,0.0,31.1,13.9,22.5,0,0,2015,8,33,14,medium,nice,dry,226,summer
2015-08-15,18804282.0,12082,0.5645588478728687,1556.0,Saturday,0.0,31.7,16.1,23.9,0,1,2015,8,33,15,low,nice,dry,227,summer
2015-08-16,14281744.0,10192,0.6200941915227629,1401.0,Sunday,0.0,33.3,16.7,25.0,0,1,2015,8,33,16,low,nice,dry,228,summer
2015-08-17,11612328.0,10971,0.8053960441163066,1058.0,Monday,0.41,35.0,20.0,27.5,0,0,2015,8,34,17,high,nice,light,229,summer
2015-08-18,11324389.0,11595,0.8190599396291505,977.0,Tuesday,0.0,31.1,19.4,25.25,0,0,2015,8,34,18,high,nice,dry,230,summer
2015-08-19,11403304.0,11966,0.8341133210763831,953.0,Wednesday,0.0,31.7,22.8,27.25,0,0,2015,8,34,19,high,nice,dry,231,summer
2015-08-20,9559962.0,10192,0.8211342229199372,938.0,Thursday,0.49,30.0,21.7,25.85,0,0,2015,8,34,20,high,nice,light,232,summer
2015-08-21,13815392.0,12902,0.7625174391567199,1071.0,Friday,0.0,28.9,18.9,23.9,0,0,2015,8,34,21,medium,nice,dry,233,summer
2015-08-22,18233952.0,12339,0.5951859956236324,1478.0,Saturday,0.0,28.3,15.0,21.65,0,1,2015,8,34,22,low,nice,dry,234,summer
2015-08-23,15152475.0,10981,0.624897550314179,1380.0,Sunday,0.0,29.4,13.9,21.65,0,1,2015,8,34,23,low,nice,dry,235,summer
2015-08-24,10069362.0,10283,0.8091024020227561,979.0,Monday,0.52,31.7,19.4,25.549999999999997,0,0,2015,8,35,24,high,nice,light,236,summer
2015-08-25,11937288.0,12672,0.8248106060606061,942.0,Tuesday,0.0,28.3,17.8,23.05,0,0,2015,8,35,25,high,nice,dry,237,summer
2015-08-26,12283079.0,12330,0.843227899432279,996.0,Wednesday,0.0,26.1,15.6,20.85,0,0,2015,8,35,26,high,nice,dry,238,summer
2015-08-27,11681741.0,12406,0.8370143478961792,942.0,Thursday,0.0,26.7,13.9,20.3,0,0,2015,8,35,27,high,nice,dry,239,summer
2015-08-28,12850066.0,12210,0.8001638001638002,1052.0,Friday,0.0,28.3,13.3,20.8,0,0,2015,8,35,28,high,nice,dry,240,summer
2015-08-29,16059610.0,11526,0.6159986118341142,1393.0,Saturday,0.0,30.0,15.0,22.5,0,1,2015,8,35,29,low,nice,dry,241,summer
2015-08-30,13302262.0,10188,0.6552807224185316,1306.0,Sunday,0.0,30.0,17.8,23.9,0,1,2015,8,35,30,low,nice,dry,242,summer
2015-08-31,9966465.0,11052,0.8447339847991314,902.0,Monday,0.0,31.1,22.8,26.950000000000003,0,0,2015,8,36,31,high,nice,dry,243,summer
2015-09-01,10036056.0,11522,0.8694671064051379,871.0,Tuesday,0.0,34.4,20.0,27.2,0,0,2015,9,36,1,high,nice,dry,244,summer
2015-09-02,9801702.0,11378,0.8642116364914748,861.0,Wednesday,0.0,33.3,20.6,26.95,0,0,2015,9,36,2,high,nice,dry,245,summer
2015-09-03,10131683.0,11131,0.8499685562842512,910.0,Thursday,0.0,34.4,20.0,27.2,0,0,2015,9,36,3,high,nice,dry,246,summer
2015-09-04,10764212.0,11050,0.8020814479638009,974.0,Friday,0.0,32.2,21.7,26.950000000000003,0,0,2015,9,36,4,high,nice,dry,247,summer
2015-09-05,17593017.0,10867,0.5159657679212294,1619.0,Saturday,0.0,28.9,20.6,24.75,0,1,2015,9,36,5,low,nice,dry,248,summer
2015-09-06,22907881.0,12400,0.4379032258064516,1847.0,Sunday,0.0,28.9,16.1,22.5,0,1,2015,9,36,6,low,nice,dry,249,summer
2015-09-07,14666647.0,10351,0.5850642450004829,1417.0,Monday,0.0,32.2,15.6,23.900000000000002,1,1,2015,9,37,7,low,nice,dry,250,summer
2015-09-08,9811680.0,10965,0.8740538075695394,895.0,Tuesday,0.0,33.9,20.0,26.95,0,0,2015,9,37,8,high,nice,dry,251,summer
